iter	Logloss
0	0.6282854003
1	0.5772179606
2	0.5398250211
3	0.4990074019
4	0.4708863584
5	0.4481168814
6	0.4266073375
7	0.4099409359
8	0.3993114762
9	0.3878783658
10	0.3777019395
11	0.3705335804
12	0.3640223622
13	0.357507847
14	0.3533715	0.3554296777
16	0.3490579051
17	0.3439625141
18	0.3396628094
19	0.3362350571
20	0.3327026242
21	0.3305203245
22	0.3251749763
23	0.3213359009
24	0.3184369773
25	0.3147044905
26	0.3111169956
27	0.3096710153
28	0.3070968095
29	0.3045674964
30	0.3013277483
31	0.2990725011
32	0.2961067866
33	0.2927148963
34	0.2902567276
35	0.2874521762
36	0.2846722222
37	0.2823932666
38	0.2795018174
39	0.2780279626
40	0.2765524099
41	0.2736575293
42	0.2711803233
43	0.2691273511
44	0.2666483598
45	0.2642607082
46	0.2619731831
47	0.260294699
48	0.2590651035
49	0.2568076764
50	0.2545824649
51	0.2521924787
52	52	0.2388099727
53	0.2369961223
54	0.23537808
55	0.2339338057
56	0.2331309272
57	0.2321610604
58	0.2307617969
59	0.2279891439
60	0.2267302135
61	0.2250076539
62	0.2229017667
63	0.2207939197
64	0.218680389
65	0.2170021087
66	0.2154975548
67	0.2138830445
68	0.2125121719
69	0.210947285
70	0.2088273137
71	0.2072709389
72	0.2055587097
73	0.2040695461
74	0.2024250462
75	0.2002582694
76	0.1982657702
77	0.1964408999
78	0.1952579798
79	0.1939353892
80	0.1923581668
81	0.1907046817
82	0.18986575
83	0.1886550335
84	0.1870832783
85	0.1851415627
86	0.1829571115
87	0.1803888814
88	0.1784006227
89	0.1762629477
90	0.1744433745
91	0.1733405062
92	0.1722145128
93	0.1710502681
94	0.1699189858
95	0.1682086839
96	0.1662030477
97	0.1647033494
98	0.1629158546
99	0.1615002565
100	0.1601566729
101	0.1586803098
102	0.1572925191
103	0.1557762722
104	0.153597177
105	0.152873968106	0.15879333
107	0.1581016073
108	0.1561203179
109	0.1545967024
110	0.153263499
111	0.1517799286
112	0.1500797811
113	0.1485632024
114	0.1479875665
115	0.1470060687
116	0.1461361687
117	0.1452224876
118	0.1437898179
119	0.1426022186
120	0.1420815927
121	0.1400744258
122	0.1392438622
123	0.1381534224
124	0.124	0.13475125	0.125	0.13381126	0.126	0.1322736706
127	0.1314130716
128	0.1306059504
129	0.1300495769
130	0.1287389947
131	0.1280003915
132	0.1270236375
133	0.1263174036
134	0.1256400371
135	0.1247514828
136	0.1241074069
137	0.1228846543
138	0.1219583488
139	0.1211065595
140	0.1204946852
141	0.1198214972
142	0.1191828389
143	0.118463712
144	0.1171133431
145	0.1166622062
146	0.1161843908
147	0.115472768
148	0.1144913506
149	0.1127761222
150	0.1116279241
151	0.110395481
152	0.1095424261
153	0.1089713579
154	0.1083307441
155	0.1075634128
156	0.1067749017
157	0.1051170732
158	0.10159	0.1072491085
160	0.1060909305
161	0.1050095628
162	0.1044680077
163	0.1037486477
164	0.1031280232
165	0.1019872187
166	0.1010799019
167	0.1003168192
168	0.09926164857
169	0.09894930506
170	0.0983020828
171	0.09753150738
172	0.09659419912
173	0.09601103349
174	0.09558193667
175	0.09499687205
176	0.094176	0.09283334522
177	0.09233439137
178	0.09166807009
179	0.09110684428
180	0.09014257042
181	0.08971238146
182	0.08910121752
183	0.08852520966
184	0.08780093591
185	0.08700865832
186	0.08638094412
187	0.08583364436
188	0.08520611797
189	0.08465771388
190	0.08419371245
191	0.08399083116
192	0.08352663856
193	0.08294312435
194	0.08257120365
195	0.08219680833
196	0.08177625857
197	0.08145247662
198	0.08096751609
199	0.0801653855
200	0.07962405085
201	0.07928564428
202	0.07916533864
203	0.07861215554
204	0.07799360378
205	0.07765180123
206	0.07730253801
207	0.07697956694
208	0.07651062035
209	0.07566001939
210	0.07519448598
211	0.07493215088
212	0.07450286194
213	0.07405727994
214	0.07370483222
215	0.07336976536
216	0.07309478343
217	0.07272520129
218	0.07220431772
219	0.07192544435
220	0.07160180971
221	0.07107425031
222	0.0704892104
223	0.06991281206
224	0.06965046452
225	0.06920903869
226	0.06858112299
227	0.06792938076
228	0.06765379264
229	0.06728834139
230	0.0669925529
231	0.06677259172
232	0.06633487891
233	0.06598842791
234	0.06552330236
235	0.06491735113
236	0.0237	0.06389180727
238	0.06335326383
239	0.06297632561
240	0.06245795986
241	0.06215198826
242	0.06172242	0.06201075176
243	0.06143440917
244	0.06105969527
245	0.0607032818
246	0.06045081187
247	0.05984988065
248	0.05925302981
249	0.05894595816
250	0.05846070015
251	0.05802684981
252	0.05768036611
253	0.05716754487
254	0.05680186953
255	0.05640343633
256	0.05598468474
257	0.055363095
258	0.05499572694
259	0.0545260	0.05260	0.05431705301
261	0.05411949849
262	0.05380751232
263	0.05353350383
264	0.05312810994
265	0.05257612484
266	0.0522218152
267	0.05201137997
268	0.05166979292
269	0.05135939631
270	0.05112872351
271	0.05083272	0.0272	0.05065273	0.0273	0.05022274	0.05029010403
275	0.0275	0.04995452761
276	0.04986277	0.04978540037
278	0.0278	0.04907279	0.04943534877
280	0.04911661445
281	0.04876766542
282	0.04845128219
283	0.0283	0.04789613406
284	0.04761849623
285	0.04734713726
286	0.04702790146
287	0.04678820431
288	0.0465690924
289	0.0463290	0.0290	0.04603291	0.0291	0.04571216546
292	0.04567733729
293	0.04533007269
294	0.04487333843
295	0.04443711126
296	0.04430749932
297	0.04402123614
298	0.04387252034
299	0.04376177845
300	0.04363379598
301	0.04338285515
302	0.04318610186
303	0.0430593536
304	0.04270124047
305	0.04229263919
306	0.0419576876
307	0.04190523421
308	0.04169754195
309	0.04147338868
310	0.04139573774
311	0.04132900733
312	0.04102978524
313	0.04076352149
314	0.04072417907
315	0.04057047102
316	0.0402803622
317	0.04008841607
318	0.03987518997
319	0.03961420158
320	0.03948709974
321	0.03917609067
322	0.03907445168
323	0.03896506524
324	0.03886104011
325	0.03873256058
326	0.03859681969
327	0.03841457837
328	0.03826742077
329	0.03799402779
330	0.03777649446
331	0.0375316885
332	0.03729542074
333	0.03711067084
334	0.03685332317
335	0.03668154787
336	0.0364619466
337	0.03628767853
338	0.0361394377
339	0.03601818348
340	0.03586920848
341	0.03563125327
342	0.03554657538
343	0.03536116791
344	0.03503349425
345	0.03489161676
346	0.03475922587
347	0.03455360452
348	0.03451022523
349	0.03429248296
350	0.03412912056
351	0.03391574837
352	0.03374544368
353	0.03347322628
354	0.03327612343
355	0.03310629572
356	0.032786891
357	0.03266031787
358	0.03256761901
359	0.03241832372
360	0.03224511571
361	0.03215698163
362	0.03209318962
363	0.03200803995
364	0.0319284327
365	0.03170728964
366	0.03159534119
367	0.03152013026
368	0.03125580327
369	0.03120203297
370	0.03111908992
371	0.03107798939
372	0.03089578778
373	0.03081024752
374	0.03074349629
375	0.03053735258
376	0.03046543613
377	0.03027243432
378	0.03002298312
379	0.02977918411
380	0.02968750758
381	0.02944145887
382	0.02933210119
383	0.02919723509
384	0.02904154543
385	0.02884557253
386	0.02871595569
387	0.02861166099
388	0.02847893404
389	0.02834968612
390	0.02818039076
391	0.02793942183
392	0.02780555742
393	0.02777138132
394	0.02757993698
395	0.02741085151
396	0.0272616578
397	0.02712979565
398	0.02705071154
399	0.02686452597
400	0.02683440637
401	0.02671863471
402	0.02657672959
403	0.02645787369
404	0.02637981417
405	0.02618612402
406	0.0260796584
407	0.02597306109
408	0.02575672227
409	0.02560825311
410	0.02550613921
411	0.02540740756
412	0.02535135715
413	0.02528786191
414	0.02514369421
415	0.02485863348
416	0.02483327411
417	0.02469215208
418	0.02454745718
419	0.02439816161
420	0.02428743185
421	0.02418988836
422	0.02407676233
423	0.02403167542
424	0.02393605952
425	0.02387544087
426	0.02378986663
427	0.02375664045
428	0.02368688272
429	0.02360670459
430	0.02349790763
431	0.02347194258
432	0.02342291272
433	0.02327568159
434	0.02311679951
435	0.02301078345
436	0.02291784685
437	0.02278559573
438	0.02264076558
439	0.0225315642
440	0.02242953182
441	0.02230366114
442	0.022227146444443	0.02214479165
444	0.02204773883
445	0.02198987672
446	0.02188121734
447	0.02177484449	0.02106474978
450	0.02101552753
451	0.02090534407
452	0.02078769297
453	0.02076195615
454	0.02071419345
455	0.02065865258
456	0.02057200661
457	0.02047974137
458	0.02037351973
459	0.02028783172
460	0.02021194201
461	0.02017717039
462	0.02012785396
463	0.02012452503
464	0.02006412989
465	0.01991535916
466	0.01980522062
467	0.01971673394
468	0.01957992637
469	0.0194421909
470	0.01940687849
471	0.01934959962
472	0.01927736158
473	0.0192346612
474	0.01914303396
475	0.01905352669
476	0.0189726109
477	0.01883471199
478	0.01879862607
479	0.01865395332
480	0.01862289635
481	0.01855873879
482	0.01848552007
483	0.01845910625
484	0.01843730732
485	0.01840326651
486	0.01837076887
487	0.01830025321
488	0.01814503581
489	0.01809658338
490	0.01805734003
491	0.01802814012
492	0.0178926986
493	0.01788063889
494	0.01776022588
495	0.01765434389
496	0.0175413583
497	0.01743045783
498	0.01736059708
499	0.01730386898
500	0.01723303148
501	0.01720427872
502	0.01715140962
503	0.01703430076
504	0.01691990416
505	0.01681062468
506	0.01676887913
507	0.01673217002
508	0.016709211
509	0.01662962941
510	0.01655206571
511	0.01643531551
512	0.01636827774
513	0.01630077464
514	0.01619084229
515	0.01609458601
516	0.01603669508
517	0.01600197282
518	0.01594684517
519	0.0158916171
520	0.01583881345
521	0.0157955589
522	0.01571570121
523	0.01566676152
524	0.01561745666
525	0.01558680564
526	0.01554926831
527	0.01552393889
528	0.0155057967
529	0.01545137502
530	0.01538627014
531	0.01533566403
532	0.01524624674
533	0.01518173747
534	0.01514365989
535	0.01512430413
536	0.0150722067
537	0.01496574917
538	0.01492089285
539	0.01489775076
540	0.01475976837
541	0.01468039476
542	0.01465255395
543	0.01462141467
544	0.01459704743
545	0.01457436341
546	0.01456082897
547	0.01446195093
548	0.01443340478
549	0.01439042866
550	0.01433398809
551	0.0142896853
552	0.01426731926
553	0.01424856969
554	0.01423612572
555	0.01420836474
556	0.01414238608
557	0.01404211198
558	0.01398342115
559	0.01393801987
560	0.01388139293
561	0.01383989098
562	0.01381781575
563	0.01380887473
564	0.01377671685
565	0.01373227827
566	0.01364836782
567	0.01361694834
568	0.01359533348
569	0.01354929763
570	0.01354078612
571	0.01351665922
572	0.01349247145
