iter	Passed	Remaining
163	338	3786
164	340	3782
165	342	3781
166	343	3774
167	345	3767
168	347	3759
169	348	3752
170	350	3745
171	351	3739
172	353	3738
173	355	3732
174	357	3725
175	358	3719
176	360	3715
177	363	3715
178	365	3716
179	366	3710
180	368	3704
181	370	3698
182	371	3692
183	373	3686
184	375	3685
185	377	3681
186	379	3675
187	380	3669
188	382	3663
189	384	3658
190	385	3655
191	388	3655
192	389	3650
193	391	3645
194	393	3640
195	394	3635
196	397	3640
197	399	3636
198	401	3631
199	402	3625
200	404	3620
201	406	3617
202	408	3618
203	410	3615
204	412	3610
205	413	3604
206	415	3599
207	417	3595
208	419	3594
209	421	3593
210	423	3587
211	424	3581
212	426	3576
213	427	3570
214	429	3568
215	432	3568
216	433	3563
217	435	3557
218	436	3552
219	438	3546
220	440	3544
221	442	3547
222	444	3542
223	446	3536
224	447	3530
225	449	3525
226	451	3523
227	454	3528
228	455	3523
229	457	3517
230	458	3512
231	460	3506
232	461	3500
233	463	3500
234	465	3497
235	467	3493
236	468	3488
237	470	3483
238	472	3479
239	474	3476
240	476	3479
241	478	3477
242	480	3473
243	482	3470
244	483	3466
245	485	3464
246	488	3465
247	489	3459
248	491	3455
249	492	3450
250	494	3446
251	496	3442
252	498	3443
253	500	3441
254	502	3437
255	504	3433
256	505	3429
257	507	3426
258	509	3425
259	511	3422
260	513	3419
261	515	3416
262	516	3412
263	518	3411
264	521	3414
265	523	3412
266	525	3412
267	527	3409
268	529	3406
269	532	3413
270	534	3409
271	536	3405
272	537	3401
273	539	3396
274	540	3392
275	542	3390
276	544	3387
277	545	3381
278	547	3377
279	549	3373
280	550	3369
281	552	3366
282	555	3368
283	556	3364
284	558	3361
285	560	3357
286	561	3354
287	565	3358
288	566	3355
289	568	3351
290	570	3348
291	571	3344
292	573	3341
293	575	3340
294	577	3336
295	578	3332
296	580	3329
297	582	3325
298	584	3323
299	586	3323
300	588	3321
301	590	3317
302	591	3314
303	593	3310
304	595	3307
305	598	3310
306	599	3307
307	601	3303
308	603	3300
309	604	3298
310	607	3301
311	609	3298
312	611	3294
313	612	3291
314	614	3287
315	616	3284
316	618	3282
317	620	3282
318	622	3278
319	623	3275
320	625	3271
321	627	3268
322	629	3266
323	631	3264
324	632	3261
325	634	3258
326	636	3255
327	637	3252
328	640	3255
329	642	3252
330	644	3249
331	646	3245
332	647	3242
333	649	3239
334	651	3237
335	653	3235
336	654	3231
337	656	3228
338	658	3225
339	659	3221
340	661	3218
341	663	3217
342	665	3215
343	667	3211
344	668	3208
345	670	3205
346	672	3202
347	674	3203
348	676	3200
349	678	3197
350	679	3194
351	681	3190
352	683	3188
353	685	3187
354	687	3186
355	689	3186
356	691	3183
357	693	3180
358	695	3178
359	697	3179
360	699	3177
361	701	3174
362	703	3171
363	705	3169
364	707	3168
365	709	3167
366	711	3164
367	712	3161
368	714	3159
369	716	3158
370	719	3159
371	721	3157
372	723	3154
373	725	3152
374	726	3149
375	728	3146
376	731	3148
377	733	3145
378	734	3142
379	736	3138
380	737	3135
381	739	3133
382	742	3133
383	744	3132
384	745	3129
385	747	3126
386	749	3123
387	751	3121
388	753	3119
389	754	3116
390	756	3114
391	758	3111
392	760	3108
393	761	3105
394	764	3106
395	766	3103
396	767	3100
397	769	3098
398	771	3095
399	774	3099
400	776	3097
401	778	3094
402	780	3091
403	781	3088
404	783	3086
405	785	3085
406	787	3083
407	789	3080
408	791	3077
409	792	3074
410	794	3071
411	796	3069
412	798	3067
413	800	3067
414	803	3067
415	804	3064
416	806	3062
417	808	3059
418	810	3056
419	811	3054
420	813	3051
421	815	3048
422	817	3046
423	819	3047
424	821	3045
425	823	3042
426	825	3039
427	826	3037
428	829	3038
429	831	3036
430	833	3033
431	834	3030
432	836	3027
433	838	3025
434	840	3022
435	842	3023
436	844	3020
437	846	3018
438	847	3015
439	849	3012
440	851	3009
441	853	3009
442	855	3006
443	857	3003
444	858	3000
445	860	2997
446	862	2996
447	864	2995
448	866	2992
449	867	2989
450	869	2986
451	871	2983
452	872	2981
453	874	2979
454	876	2977
455	878	2974
456	880	2971
457	881	2968
458	883	2965
459	886	2967
460	888	2965
461	891	2966
462	893	2964
463	894	2961
464	897	2962
465	899	2960
466	901	2958
467	902	2955
468	904	2953
469	906	2950
470	909	2952
471	911	2950
472	913	2948
473	914	2945
474	916	2942
475	918	2941
476	920	2938
477	922	2937
478	924	2935
479	926	2932
480	927	2929
481	931	2932
482	932	2929
483	934	2926
484	936	2923
485	937	2921
486	939	2918
487	941	2915
488	943	2915
489	945	2913
490	947	2910
491	948	2907
492	950	2904
493	952	2902
494	954	2903
495	956	2901
496	958	2899
497	960	2896
498	961	2893
499	963	2891
500	965	2889
501	967	2887
502	969	2885
503	970	2882
504	972	2879
505	974	2878
506	977	2878
507	979	2876
508	980	2873
509	982	2870
510	984	2868
511	986	2867
512	989	2866
513	990	2864
514	992	2861
515	994	2858
516	995	2856
517	997	2853
518	1000	2856
519	1002	2854
520	1004	2851
521	1006	2849
522	1008	2847
523	1010	2845
524	1011	2843
525	1013	2840
526	1015	2838
527	1017	2835
528	1018	2833
529	1021	2833
530	1023	2831
531	1025	2829
532	1026	2826
533	1028	2823
534	1030	2820
535	1031	2818
536	1033	2816
537	1035	2813
538	1037	2811
539	1038	2808
540	1040	2805
541	1042	2804
542	1044	2802
543	1046	2800
544	1048	2798
545	1049	2795
546	1051	2792
547	1053	2790
548	1055	2790
549	1057	2787
550	1058	2784
551	1060	2782
552	1062	2779
553	1064	2778
554	1066	2776
555	1068	2773
556	1069	2771
557	1071	2768
558	1073	2766
559	1074	2764
560	1077	2764
561	1079	2763
562	1081	2760
563	1083	2757
564	1084	2755
565	1086	2752
566	1088	2751
567	1090	2750
568	1092	2747
569	1094	2745
570	1095	2742
571	1097	2740
572	1101	2742
573	1102	2739
574	1104	2737
575	1106	2734
576	1107	2732
577	1109	2729
578	1112	2730
579	1114	2727
580	1115	2725
581	1117	2722
582	1119	2720
583	1121	2718
584	1123	2717
585	1124	2714
586	1126	2711
587	1128	2709
588	1129	2706
589	1131	2705
590	1134	2703
591	1135	2701
592	1137	2698
593	1139	2696
594	1140	2693
595	1142	2691
596	1145	2691
597	1147	2689
598	1148	2687
599	1150	2685
600	1152	2683
601	1155	2683
602	1157	2682
603	1159	2679
604	1161	2677
605	1162	2674
606	1164	2672
607	1166	2671
608	1168	2669
609	1170	2667
610	1172	2664
611	1173	2662
612	1175	2659
613	1177	2658
614	1179	2657
615	1181	2654
616	1183	2652
617	1184	2649
618	1186	2647
619	1188	2646
620	1191	2646
621	1193	2644
622	1195	2641
623	1196	2638
624	1198	2636
625	1201	2636
626	1203	2634
627	1205	2632
628	1206	2630
629	1208	2627
630	1210	2626
631	1212	2624
632	1214	2622
633	1216	2620
634	1217	2617
635	1219	2615
636	1221	2613
637	1223	2612
638	1225	2610
639	1227	2608
640	1229	2605
641	1230	2603
642	1233	2602
643	1235	2601
644	1237	2599
645	1238	2596
646	1240	2594
647	1242	2591
648	1245	2592
649	1247	2590
650	1248	2588
651	1250	2585
652	1252	2583
653	1253	2580
654	1255	2579
655	1258	2578
656	1260	2576
657	1262	2573
658	1263	2571
659	1265	2570
660	1268	2569
661	1270	2567
662	1271	2564
663	1273	2562
664	1275	2559
665	1276	2557
666	1279	2557
667	1281	2555
668	1283	2552
669	1284	2550
670	1286	2548
671	1288	2546
672	1291	2545
673	1292	2543
674	1294	2541
675	1296	2538
676	1297	2536
677	1301	2538
678	1304	2536
679	1305	2534
680	1307	2532
681	1309	2529
682	1311	2528
683	1313	2527
684	1315	2525
685	1316	2522
686	1318	2519
687	1319	2517
688	1322	2515
689	1324	2514
690	1326	2512
691	1327	2509
692	1329	2507
693	1331	2505
694	1332	2502
695	1334	2500
696	1336	2498
697	1338	2496
698	1339	2493
699	1341	2491
700	1343	2488
701	1346	2489
702	1348	2487
703	1349	2485
704	1351	2482
705	1353	2480
706	1355	2478
707	1357	2477
708	1359	2475
709	1360	2472
710	1362	2470
711	1364	2467
712	1366	2466
713	1368	2465
714	1370	2463
715	1372	2462
716	1374	2459
717	1376	2457
718	1378	2455
719	1380	2453
720	1381	2451
721	1383	2449
722	1385	2446
723	1387	2444
724	1389	2443
725	1391	2441
726	1393	2439
727	1394	2437
728	1396	2434
729	1398	2432
730	1401	2432
731	1403	2431
732	1405	2429
733	1406	2426
734	1408	2424
735	1410	2422
736	1412	2420
737	1413	2417
738	1415	2415
739	1417	2412
740	1418	2410
741	1420	2408
742	1422	2406
743	1424	2404
744	1426	2402
745	1427	2399
746	1429	2397
747	1431	2395
748	1433	2394
749	1435	2392
750	1436	2389
751	1438	2387
752	1440	2384
753	1441	2382
754	1443	2380
755	1445	2379
756	1447	2376
757	1449	2374
758	1450	2372
759	1452	2369
760	1454	2367
761	1456	2366
762	1458	2364
763	1460	2362
764	1461	2359
765	1463	2357
766	1466	2357
767	1469	2357
768	1471	2355
769	1473	2353
770	1475	2351
771	1476	2349
772	1479	2348
773	1481	2346
774	1483	2344
775	1484	2342
776	1486	2340
777	1488	2338
778	1490	2336
779	1492	2334
780	1494	2332
781	1495	2329
782	1497	2327
783	1500	2327
784	1502	2324
785	1503	2322
786	1505	2320
787	1507	2317
788	1508	2315
789	1511	2315
790	1513	2312
791	1514	2310
792	1516	2308
793	1518	2305
794	1519	2303
795	1522	2302
796	1524	2300
797	1525	2298
798	1527	2295
799	1529	2293
800	1530	2291
801	1532	2289
802	1535	2288
803	1536	2286
804	1538	2284
805	1540	2281
806	1542	2279
807	1543	2277
808	1545	2275
809	1547	2274
810	1549	2271
811	1551	2269
812	1552	2267
813	1555	2265
814	1557	2263
815	1558	2261
816	1560	2259
817	1562	2257
818	1563	2255
819	1565	2253
820	1568	2251
821	1569	2249
822	1571	2247
823	1573	2245
824	1574	2242
825	1576	2241
826	1579	2239
827	1581	2238
828	1582	2235
829	1584	2233
830	1585	2231
831	1587	2228
832	1589	2227
833	1591	2225
834	1593	2222
835	1594	2220
836	1596	2218
837	1598	2216
838	1600	2214
839	1602	2213
840	1604	2211
841	1606	2208
842	1608	2206
843	1609	2204
844	1612	2203
845	1614	2201
846	1615	2199
847	1617	2197
848	1619	2194
849	1620	2192
850	1623	2191
851	1624	2189
852	1626	2187
853	1628	2184
854	1629	2182
855	1631	2180
856	1633	2178
857	1635	2177
858	1637	2174
859	1639	2173
860	1641	2171
861	1643	2169
862	1645	2168
863	1647	2166
864	1649	2164
865	1650	2161
866	1652	2159
867	1654	2157
868	1656	2155
869	1657	2153
870	1659	2150
871	1661	2148
872	1662	2146
873	1664	2144
874	1666	2143
875	1668	2141
876	1670	2139
877	1671	2136
878	1673	2134
879	1674	2131
880	1676	2129
881	1678	2127
882	1680	2126
883	1682	2124
884	1684	2122
885	1685	2119
886	1687	2117
887	1690	2117
888	1692	2115
889	1693	2112
890	1695	2110
891	1697	2107
892	1698	2105
893	1700	2104
894	1702	2101
895	1703	2099
896	1705	2096
897	1706	2094
898	1708	2092
899	1709	2089
900	1712	2089
901	1714	2086
902	1716	2084
903	1717	2082
904	1719	2080
905	1721	2078
906	1724	2077
907	1725	2075
908	1727	2072
909	1728	2070
910	1730	2068
911	1731	2065
912	1733	2063
913	1735	2062
914	1737	2059
915	1738	2057
916	1740	2055
917	1742	2053
918	1743	2051
919	1746	2050
920	1748	2048
921	1750	2047
922	1752	2044
923	1753	2042
924	1756	2041
925	1758	2039
926	1760	2037
927	1762	2035
928	1763	2033
929	1765	2031
930	1767	2029
931	1769	2028
932	1771	2026
933	1773	2023
934	1774	2021
935	1776	2019
936	1780	2019
937	1781	2017
938	1783	2015
939	1785	2013
940	1786	2010
941	1788	2008
942	1790	2006
943	1792	2005
944	1793	2002
945	1795	2000
946	1797	1998
947	1798	1996
948	1800	1994
949	1803	1992
950	1804	1990
951	1806	1988
952	1808	1986
953	1809	1984
954	1811	1982
955	1814	1981
956	1815	1978
957	1817	1976
958	1819	1974
959	1820	1972
960	1823	1971
961	1824	1969
962	1826	1967
963	1828	1964
964	1829	1962
965	1831	1960
966	1833	1958
967	1835	1957
968	1839	1957
969	1841	1955
970	1843	1953
971	1844	1951
972	1847	1949
973	1849	1948
974	1851	1946
975	1853	1944
976	1855	1942
977	1856	1940
978	1859	1939
979	1861	1937
980	1863	1935
981	1864	1933
982	1866	1930
983	1868	1929
984	1870	1927
985	1872	1925
986	1874	1923
987	1875	1921
988	1877	1919
989	1879	1917
990	1881	1915
991	1883	1913
992	1884	1911
993	1886	1909
994	1888	1907
995	1890	1905
996	1891	1903
997	1894	1901
998	1895	1899
999	1897	1897
1000	1899	1895
1001	1900	1893
1002	1903	1891
1003	1905	1890
1004	1907	1888
1005	1908	1886
1006	1910	1883
1007	1912	1881
1008	1915	1880
1009	1917	1879
1010	1918	1877
1011	1920	1875
1012	1922	1872
1013	1923	1870
1014	1926	1869
1015	1928	1867
1016	1930	1865
1017	1931	1863
1018	1933	1861
1019	1937	1861
1020	1939	1860
1021	1941	1858
1022	1943	1856
1023	1945	1853
1024	1947	1852
1025	1949	1850
1026	1951	1849
1027	1953	1846
1028	1954	1844
1029	1956	1842
1030	1958	1840
1031	1960	1838
1032	1962	1836
1033	1963	1834
1034	1965	1832
1035	1967	1830
1036	1970	1829
1037	1972	1827
1038	1973	1825
1039	1975	1823
1040	1977	1821
1041	1979	1819
1042	1980	1817
1043	1982	1815
1044	1984	1813
1045	1985	1811
1046	1987	1809
1047	1989	1807
1048	1991	1805
1049	1993	1803
1050	1995	1801
1051	1996	1799
1052	1998	1797
1053	2000	1795
1054	2002	1793
1055	2004	1791
1056	2005	1789
1057	2007	1787
1058	2009	1785
1059	2010	1783
1060	2013	1781
1061	2015	1780
1062	2016	1777
1063	2018	1775
1064	2020	1773
1065	2021	1771
1066	2023	1769
1067	2026	1768
1068	2027	1766
1069	2029	1763
1070	2031	1761
1071	2032	1759
1072	2034	1757
1073	2036	1755
1074	2038	1753
1075	2040	1751
1076	2041	1749
1077	2043	1747
1078	2044	1745
1079	2047	1744
1080	2049	1742
1081	2051	1740
1082	2052	1738
1083	2054	1736
1084	2056	1733
1085	2058	1732
1086	2060	1730
1087	2062	1728
1088	2063	1726
1089	2065	1724
1090	2066	1722
1091	2069	1720
1092	2071	1718
1093	2073	1716
1094	2074	1714
1095	2076	1712
1096	2078	1710
1097	2080	1708
1098	2081	1706
1099	2083	1704
1100	2085	1702
1101	2086	1700
1102	2088	1698
1103	2090	1696
1104	2092	1694
1105	2094	1693
1106	2096	1691
1107	2098	1689
1108	2099	1687
1109	2101	1685
1110	2104	1683
1111	2105	1681
1112	2107	1679
1113	2109	1677
1114	2110	1675
1115	2113	1674
1116	2115	1672
1117	2117	1670
1118	2119	1668
1119	2120	1666
1120	2122	1663
1121	2123	1661
1122	2126	1660
1123	2128	1659
1124	2130	1657
1125	2132	1655
1126	2133	1652
1127	2136	1651
1128	2138	1649
1129	2140	1647
1130	2141	1645
1131	2143	1643
1132	2145	1641
1133	2147	1639
1134	2149	1638
1135	2151	1636
1136	2153	1634
1137	2154	1632
1138	2156	1630
1139	2158	1628
1140	2160	1626
1141	2162	1624
1142	2164	1622
1143	2165	1620
1144	2167	1618
1145	2169	1616
1146	2171	1614
1147	2172	1612
1148	2174	1610
1149	2176	1608
1150	2177	1606
1151	2179	1604
1152	2181	1602
1153	2183	1600
1154	2185	1598
1155	2186	1596
1156	2188	1594
1157	2190	1592
1158	2193	1591
1159	2194	1589
1160	2196	1586
1161	2197	1584
1162	2199	1582
1163	2200	1580
1164	2202	1578
1165	2204	1576
1166	2206	1574
1167	2208	1572
1168	2209	1570
1169	2211	1568
1170	2213	1566
1171	2215	1565
1172	2217	1563
1173	2219	1561
1174	2220	1559
1175	2222	1557
1176	2223	1554
1177	2226	1553
1178	2227	1551
1179	2229	1549
1180	2230	1547
1181	2232	1545
1182	2234	1543
1183	2236	1541
1184	2238	1539
1185	2240	1537
1186	2242	1535
1187	2243	1533
1188	2245	1531
1189	2247	1529
1190	2248	1527
1191	2250	1525
1192	2252	1523
1193	2254	1521
1194	2255	1519
1195	2257	1517
1196	2260	1516
1197	2262	1514
1198	2263	1512
1199	2265	1510
1200	2267	1508
1201	2268	1506
1202	2271	1504
1203	2273	1502
1204	2274	1500
1205	2276	1498
1206	2277	1496
1207	2279	1494
1208	2281	1492
1209	2283	1490
1210	2284	1488
1211	2286	1486
1212	2288	1484
1213	2289	1482
1214	2293	1481
1215	2295	1479
1216	2296	1477
1217	2298	1475
1218	2300	1473
1219	2301	1471
1220	2303	1469
1221	2305	1468
1222	2307	1466
1223	2309	1464
1224	2310	1462
1225	2312	1460
1226	2314	1458
1227	2317	1456
1228	2318	1454
1229	2320	1452
1230	2321	1450
1231	2323	1448
1232	2325	1446
1233	2327	1444
1234	2329	1442
1235	2331	1441
1236	2333	1439
1237	2335	1437
1238	2336	1435
1239	2338	1433
1240	2340	1431
1241	2342	1429
1242	2343	1427
1243	2345	1425
1244	2347	1423
1245	2349	1421
1246	2351	1420
1247	2353	1418
1248	2355	1416
1249	2356	1414
1250	2358	1412
1251	2360	1410
1252	2362	1408
1253	2364	1406
1254	2365	1404
1255	2367	1402
1256	2369	1400
1257	2370	1398
1258	2372	1396
1259	2374	1394
1260	2375	1392
1261	2377	1390
1262	2379	1388
1263	2381	1386
1264	2383	1385
1265	2385	1383
1266	2387	1381
1267	2388	1378
1268	2390	1376
1269	2391	1374
1270	2393	1372
1271	2395	1371
1272	2397	1369
1273	2398	1367
1274	2400	1365
1275	2402	1362
1276	2403	1361
1277	2406	1359
1278	2407	1357
1279	2409	1355
1280	2411	1353
1281	2412	1351
1282	2415	1350
1283	2417	1348
1284	2419	1346
1285	2421	1344
1286	2423	1342
1287	2424	1340
1288	2426	1338
1289	2428	1336
1290	2430	1334
1291	2432	1332
1292	2433	1330
1293	2435	1328
1294	2437	1326
1295	2438	1324
1296	2440	1322
1297	2441	1320
1298	2443	1318
1299	2444	1316
1300	2446	1314
1301	2448	1312
1302	2451	1311
1303	2452	1308
1304	2453	1306
1305	2455	1304
1306	2457	1302
1307	2458	1300
1308	2460	1298
1309	2462	1297
1310	2464	1295
1311	2466	1293
1312	2467	1291
1313	2469	1289
1314	2471	1287
1315	2473	1285
1316	2474	1283
1317	2476	1281
1318	2478	1279
1319	2480	1277
1320	2481	1275
1321	2484	1274
1322	2486	1272
1323	2488	1270
1324	2489	1268
1325	2491	1266
1326	2492	1264
1327	2494	1262
1328	2496	1260
1329	2498	1258
1330	2499	1256
1331	2501	1254
1332	2503	1252
1333	2505	1250
1334	2507	1248
1335	2508	1246
1336	2510	1245
1337	2513	1243
1338	2514	1241
1339	2516	1239
1340	2518	1237
1341	2519	1235
1342	2521	1233
1343	2523	1231
1344	2525	1229
1345	2526	1227
1346	2528	1225
1347	2530	1224
1348	2532	1222
1349	2534	1220
1350	2535	1218
1351	2537	1216
1352	2539	1214
1353	2540	1212
1354	2542	1210
1355	2543	1208
1356	2545	1206
1357	2546	1203
1358	2548	1201
1359	2549	1199
1360	2552	1198
1361	2554	1196
1362	2555	1194
1363	2557	1192
1364	2558	1190
1365	2560	1188
1366	2562	1186
1367	2564	1184
1368	2566	1182
1369	2567	1180
1370	2569	1178
1371	2571	1176
1372	2573	1175
1373	2574	1173
1374	2576	1171
1375	2578	1169
1376	2579	1167
1377	2581	1165
1378	2583	1163
1379	2585	1161
1380	2586	1159
1381	2588	1157
1382	2589	1155
1383	2591	1153
1384	2593	1151
1385	2595	1149
1386	2597	1147
1387	2598	1145
1388	2600	1143
1389	2601	1141
1390	2603	1139
1391	2605	1138
1392	2607	1136
1393	2609	1134
1394	2610	1132
1395	2612	1130
1396	2614	1128
1397	2617	1126
1398	2619	1125
1399	2621	1123
1400	2622	1121
1401	2624	1119
1402	2626	1117
1403	2628	1115
1404	2630	1113
1405	2632	1111
1406	2633	1109
1407	2634	1107
1408	2636	1105
1409	2638	1103
1410	2641	1102
1411	2642	1100
1412	2644	1098
1413	2646	1096
1414	2647	1094
1415	2649	1092
1416	2651	1090
1417	2653	1088
1418	2654	1086
1419	2656	1084
1420	2657	1082
1421	2659	1080
1422	2660	1078
1423	2662	1077
1424	2664	1075
1425	2665	1073
1426	2667	1071
1427	2668	1069
1428	2670	1067
1429	2672	1065
1430	2674	1063
1431	2675	1061
1432	2677	1059
1433	2679	1057
1434	2680	1055
1435	2682	1053
1436	2684	1051
1437	2686	1049
1438	2688	1048
1439	2690	1046
1440	2691	1044
1441	2693	1042
1442	2696	1040
1443	2698	1038
1444	2699	1036
1445	2701	1035
1446	2703	1033
1447	2705	1031
1448	2706	1029
1449	2708	1027
1450	2710	1025
1451	2712	1023
1452	2713	1021
1453	2715	1019
1454	2717	1018
1455	2719	1016
1456	2721	1014
1457	2722	1012
1458	2724	1010
1459	2725	1008
1460	2727	1006
1461	2730	1004
1462	2732	1002
1463	2733	1000
1464	2735	998
1465	2737	997
1466	2738	995
1467	2740	993
1468	2742	991
1469	2743	989
1470	2745	987
1471	2746	985
1472	2748	983
1473	2749	981
1474	2751	979
1475	2753	977
1476	2755	975
1477	2756	973
1478	2758	971
1479	2760	969
1480	2762	968
1481	2764	966
1482	2766	964
1483	2767	962
1484	2769	960
1485	2771	958
1486	2772	956
1487	2774	954
1488	2775	952
1489	2777	950
1490	2779	948
1491	2780	946
1492	2782	944
1493	2784	943
1494	2787	941
1495	2789	939
1496	2791	937
1497	2793	936
1498	2795	934
1499	2797	932
1500	2798	930
1501	2800	928
1502	2802	926
1503	2803	924
1504	2805	922
1505	2808	921
1506	2810	919
1507	2811	917
1508	2813	915
1509	2815	913
1510	2816	911
1511	2818	909
1512	2820	907
1513	2821	905
1514	2823	903
1515	2824	901
1516	2826	899
1517	2828	898
1518	2830	896
1519	2832	894
1520	2833	892
1521	2835	890
1522	2837	888
1523	2839	886
1524	2841	884
1525	2842	882
1526	2844	881
1527	2846	879
1528	2848	877
1529	2849	875
1530	2852	873
1531	2854	871
1532	2855	870
1533	2857	868
1534	2859	866
1535	2861	864
1536	2864	862
1537	2865	860
1538	2867	858
1539	2868	856
1540	2870	854
1541	2872	853
1542	2874	851
1543	2876	849
1544	2877	847
1545	2879	845
1546	2881	843
1547	2883	841
1548	2886	840
1549	2888	838
1550	2889	836
1551	2891	834
1552	2892	832
1553	2895	830
1554	2897	829
1555	2899	827
1556	2901	825
1557	2902	823
1558	2904	821
1559	2906	819
1560	2908	817
1561	2909	815
1562	2911	813
1563	2912	811
1564	2914	810
1565	2916	808
1566	2919	806
1567	2921	804
1568	2922	802
1569	2924	800
1570	2926	799
1571	2927	797
1572	2929	795
1573	2932	793
1574	2933	791
1575	2935	789
1576	2936	787
1577	2938	785
1578	2940	784
1579	2942	782
1580	2944	780
1581	2945	778
1582	2947	776
1583	2948	774
1584	2950	772
1585	2952	770
1586	2954	768
1587	2956	766
1588	2957	765
1589	2959	763
1590	2960	761
1591	2963	759
1592	2965	757
1593	2966	755
1594	2968	753
1595	2970	751
1596	2971	749
1597	2974	748
1598	2976	746
1599	2978	744
1600	2979	742
1601	2981	740
1602	2982	738
1603	2984	736
1604	2986	735
1605	2988	733
1606	2990	731
1607	2991	729
1608	2992	727
1609	2994	725
1610	2996	723
1611	2998	721
1612	3000	719
1613	3001	717
1614	3003	716
1615	3004	714
1616	3007	712
1617	3008	710
1618	3010	708
1619	3012	706
1620	3014	704
1621	3015	702
1622	3017	700
1623	3019	699
1624	3021	697
1625	3023	695
1626	3024	693
1627	3026	691
1628	3027	689
1629	3030	687
1630	3032	685
1631	3033	684
1632	3035	682
1633	3036	680
1634	3038	678
1635	3040	676
1636	3042	674
1637	3043	672
1638	3045	670
1639	3047	668
1640	3048	666
1641	3050	665
1642	3053	663
1643	3055	661
1644	3058	660
1645	3061	658
1646	3064	656
1647	3065	654
1648	3067	652
1649	3069	651
1650	3070	649
1651	3072	647
1652	3074	645
1653	3076	643
1654	3078	641
1655	3080	639
1656	3082	638
1657	3084	636
1658	3086	634
1659	3088	632
1660	3090	630
1661	3092	628
1662	3093	626
1663	3095	625
1664	3097	623
1665	3099	621
1666	3100	619
1667	3102	617
1668	3104	615
1669	3105	613
1670	3107	611
1671	3109	610
1672	3111	608
1673	3112	606
1674	3114	604
1675	3116	602
1676	3117	600
1677	3119	598
1678	3121	596
1679	3122	594
1680	3124	592
1681	3126	591
1682	3127	589
1683	3129	587
1684	3131	585
1685	3133	583
1686	3134	581
1687	3136	579
1688	3138	577
1689	3139	575
1690	3142	574
1691	3143	572
1692	3145	570
1693	3147	568
1694	3148	566
1695	3150	564
1696	3151	562
1697	3153	560
1698	3155	559
1699	3156	557
1700	3158	555
1701	3160	553
1702	3161	551
1703	3164	549
1704	3165	547
1705	3167	545
1706	3169	543
1707	3170	542
1708	3172	540
1709	3174	538
1710	3175	536
1711	3177	534
1712	3179	532
1713	3181	530
1714	3182	528
1715	3184	527
1716	3186	525
1717	3188	523
1718	3190	521
1719	3191	519
1720	3193	517
1721	3194	515
1722	3196	513
1723	3198	512
1724	3199	510
1725	3201	508
1726	3203	506
1727	3204	504
1728	3206	502
1729	3208	500
1730	3209	498
1731	3211	496
1732	3212	495
1733	3214	493
1734	3216	491
1735	3217	489
1736	3219	487
1737	3221	485
1738	3223	483
1739	3224	481
1740	3226	479
1741	3227	478
1742	3229	476
1743	3231	474
1744	3233	472
1745	3234	470
1746	3236	468
1747	3237	466
1748	3239	464
1749	3240	462
1750	3243	461
1751	3244	459
1752	3246	457
